CD_CARGO,DS_CARGO_x,SQ_CANDIDATO,NR_IDADE_DATA_POSSE_x,CD_GENERO,DS_GENERO_x,CD_GRAU_INSTRUCAO,DS_GRAU_INSTRUCAO_x,CD_ESTADO_CIVIL,DS_ESTADO_CIVIL_x,CD_COR_RACA,DS_COR_RACA_x,CD_OCUPACAO,DS_OCUPACAO_x,ST_REELEICAO_x,VR_BEM_CANDIDATO_x,QT_VOTOS_NOMINAIS_x,NM_URNA_CANDIDATO,DS_SIT_TOT_TURNO
7,DEPUTADO ESTADUAL,160001716129,40.0,2,MASCULINO,8,SUPERIOR COMPLETO,9,DIVORCIADO(A),1,BRANCA,115,ODONTOLOGO,N,211.03,3885,DR. DIEGO TARESZKIEWICZ,SUPLENTE
7,DEPUTADO ESTADUAL,250001610015,46.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,131,ADVOGADO,N,248972.3,10533,ROSELEI FRANÇOSO,SUPLENTE
6,DEPUTADO FEDERAL,130001619755,46.0,4,FEMININO,4,ENSINO FUNDAMENTAL COMPLETO,3,CASADO(A),1,BRANCA,602,PECUARISTA,N,220000.0,424,ANA LUCIA,SUPLENTE
6,DEPUTADO FEDERAL,130001619757,63.0,2,MASCULINO,3,ENSINO FUNDAMENTAL INCOMPLETO,3,CASADO(A),1,BRANCA,606,TRABALHADOR RURAL,N,214795.71,733,CELIO RUELA,SUPLENTE
7,DEPUTADO ESTADUAL,230001600080,41.0,4,FEMININO,6,ENSINO MEDIO COMPLETO,3,CASADO(A),3,PARDA,257,EMPRESARIO,N,96000.0,30,LENE DO CARTUXU,SUPLENTE
7,DEPUTADO ESTADUAL,210001602910,57.0,2,MASCULINO,6,ENSINO MEDIO COMPLETO,3,CASADO(A),1,BRANCA,512,CABELEIREIRO E BARBEIRO,N,45000.0,457,CLAUDIO MARTINS,SUPLENTE
6,DEPUTADO FEDERAL,210001604639,42.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,403,CORRETOR DE IMOVEIS. SEGUROS. TITULOS E VALORES,N,47000.0,12191,GUTO LOPES,SUPLENTE
8,DEPUTADO DISTRITAL,70001614212,59.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,233,POLICIAL MILITAR,N,1100000.0,196,SARGENTO MOACIR,NAO ELEITO
6,DEPUTADO FEDERAL,40001643219,41.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),3,PARDA,257,EMPRESARIO,N,65000.0,1116,NAZILDO REIS,NAO ELEITO
7,DEPUTADO ESTADUAL,180001713659,39.0,2,MASCULINO,7,SUPERIOR INCOMPLETO,3,CASADO(A),3,PARDA,257,EMPRESARIO,N,13000.0,266,ODIR SANTANA,NAO ELEITO
7,DEPUTADO ESTADUAL,160001654937,49.0,4,FEMININO,8,SUPERIOR COMPLETO,9,DIVORCIADO(A),1,BRANCA,115,ODONTOLOGO,N,380606.25,1361,DRA. LILIAM YOUSEF,SUPLENTE
7,DEPUTADO ESTADUAL,160001622222,63.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),3,PARDA,999,OUTROS,N,3563951.56,82,BISPO MARCELO PIRES,SUPLENTE
6,DEPUTADO FEDERAL,190001645420,57.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,277,DEPUTADO,N,890494.15,27879,WALDECK CARNEIRO,SUPLENTE
6,DEPUTADO FEDERAL,250001611895,62.0,2,MASCULINO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),2,PRETA,257,EMPRESARIO,N,1106375.0,143,JUNIOR BILL,SUPLENTE
7,DEPUTADO ESTADUAL,240001610216,31.0,4,FEMININO,8,SUPERIOR COMPLETO,9,DIVORCIADO(A),2,PRETA,999,OUTROS,N,182000.0,316,NARA SIMÃO,SUPLENTE
6,DEPUTADO FEDERAL,140001651731,41.0,4,FEMININO,8,SUPERIOR COMPLETO,9,DIVORCIADO(A),1,BRANCA,131,ADVOGADO,N,1199519.57,17731,NAY BARBALHO,NAO ELEITO
7,DEPUTADO ESTADUAL,160001623076,42.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,113,ENFERMEIRO,N,102833.86,8362,ENFERMEIRO LUIZ FABIANO,SUPLENTE
6,DEPUTADO FEDERAL,210001601591,35.0,4,FEMININO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,277,DEPUTADO,N,85973.0,40555,FRANCIANE BAYER,ELEITO POR MEDIA
7,DEPUTADO ESTADUAL,190001639171,47.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,142,PROFESSOR DE ENSINO SUPERIOR,N,533998.88,955,LEANDRO CUNHA,SUPLENTE
5,SENADOR,230001602198,68.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,125,ADMINISTRADOR,N,170164.53999999998,91431,ROMERO JUCÁ,NAO ELEITO
7,DEPUTADO ESTADUAL,60001634399,45.0,2,MASCULINO,3,ENSINO FUNDAMENTAL INCOMPLETO,9,DIVORCIADO(A),3,PARDA,531,MOTORISTA DE VEICULOS DE TRANSPORTE COLETIVO DE PASSAGEIROS,N,5600.0,2788,GILBERTO PAPAI,SUPLENTE
7,DEPUTADO ESTADUAL,250001597785,32.0,2,MASCULINO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),1,BRANCA,131,ADVOGADO,N,1426413.48,5350,RODRIGO NAHAS,SUPLENTE
7,DEPUTADO ESTADUAL,250001639570,53.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,233,POLICIAL MILITAR,N,895000.0,10147,CORONEL MOTOOKA,SUPLENTE
7,DEPUTADO ESTADUAL,250001597741,24.0,2,MASCULINO,7,SUPERIOR INCOMPLETO,1,SOLTEIRO(A),1,BRANCA,125,ADMINISTRADOR,N,16210.85,36258,LUCAS PAVANATO,SUPLENTE
6,DEPUTADO FEDERAL,90001615694,35.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),3,PARDA,277,DEPUTADO,S,1793256.04,76283,LUCAS VERGÍLIO,NAO ELEITO
7,DEPUTADO ESTADUAL,170001618754,35.0,2,MASCULINO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),1,BRANCA,151,TECNICO CONTABILIDADE. ESTATISTICA. ECONOMIA DOMESTICA E ADMINISTRACAO,N,261269.05,910,RAFAEL LEITAO,SUPLENTE
7,DEPUTADO ESTADUAL,50001610364,52.0,2,MASCULINO,6,ENSINO MEDIO COMPLETO,3,CASADO(A),2,PRETA,999,OUTROS,N,17557.45,142,FERRUGEM DAS RESISTÊNCIAS,SUPLENTE
7,DEPUTADO ESTADUAL,120001615145,59.0,4,FEMININO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,923,APOSENTADO (EXCETO SERVIDOR PUBLICO),N,359713.36,792,MIRELLA BALLATORE,SUPLENTE
7,DEPUTADO ESTADUAL,250001620627,54.0,4,FEMININO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),1,BRANCA,999,OUTROS,N,2394.82,412,SUSY SEVEN,SUPLENTE
3,GOVERNADOR,10001616169,63.0,2,MASCULINO,8,SUPERIOR COMPLETO,9,DIVORCIADO(A),3,PARDA,101,ENGENHEIRO,N,3663896.66,103466,JORGE VIANA,NAO ELEITO
7,DEPUTADO ESTADUAL,190001619426,59.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,921,MILITAR REFORMADO,N,434233.86,913,CORONEL GERMANO,SUPLENTE
7,DEPUTADO ESTADUAL,180001605669,41.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,201,SENADOR. DEPUTADO E VEREADOR,S,3323043.94,55341,FLÁVIO JÚNIOR,ELEITO POR QP
6,DEPUTADO FEDERAL,250001613963,61.0,2,MASCULINO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),1,BRANCA,999,OUTROS,N,1276269.55,88,JORGE MATOS,NAO ELEITO
7,DEPUTADO ESTADUAL,190001601369,53.0,2,MASCULINO,6,ENSINO MEDIO COMPLETO,1,SOLTEIRO(A),3,PARDA,278,VEREADOR,N,644242.1599999999,5635,ALEX FREITAS,SUPLENTE
7,DEPUTADO ESTADUAL,250001639579,49.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,257,EMPRESARIO,N,8233635.34,7855,PAULO VICENTE,SUPLENTE
6,DEPUTADO FEDERAL,270001676168,33.0,4,FEMININO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),3,PARDA,131,ADVOGADO,N,151366.46000000002,1063,AMANDA SOBREIRA,NAO ELEITO
6,DEPUTADO FEDERAL,250001643744,59.0,2,MASCULINO,6,ENSINO MEDIO COMPLETO,3,CASADO(A),3,PARDA,169,COMERCIANTE,N,439725.0,462,GERALDO J GONÇALVES,NAO ELEITO
6,DEPUTADO FEDERAL,130001619766,38.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,999,OUTROS,N,331712.79000000004,326,VINICIUS COSTA,SUPLENTE
6,DEPUTADO FEDERAL,200001653701,75.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,131,ADVOGADO,N,1314725.87,92753,GARIBALDI FILHO,NAO ELEITO
7,DEPUTADO ESTADUAL,130001607721,56.0,4,FEMININO,8,SUPERIOR COMPLETO,5,VIUVO(A),1,BRANCA,169,COMERCIANTE,S,2162952.63,80136,IONE PINHEIRO,ELEITO POR QP
7,DEPUTADO ESTADUAL,80001649887,43.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,134,ASSISTENTE SOCIAL,N,34850.0,2341,MARCIO FÁVERO,SUPLENTE
7,DEPUTADO ESTADUAL,100001603188,44.0,2,MASCULINO,7,SUPERIOR INCOMPLETO,3,CASADO(A),2,PRETA,999,OUTROS,N,200000.0,4527,MISSIONÁRIO AMORIM,SUPLENTE
7,DEPUTADO ESTADUAL,130001615595,50.0,2,MASCULINO,6,ENSINO MEDIO COMPLETO,3,CASADO(A),1,BRANCA,921,MILITAR REFORMADO,N,1027000.0,14530,JULINHO DA ANA PE FREDERICO,SUPLENTE
7,DEPUTADO ESTADUAL,10001643322,38.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,297,SERVIDOR PUBLICO ESTADUAL,N,303000.0,653,ISAAC RONALTTI,SUPLENTE
6,DEPUTADO FEDERAL,160001717499,47.0,4,FEMININO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,163,CANTOR E COMPOSITOR,N,784863.44,279,NEUZZA ANTUNES,NAO ELEITO
6,DEPUTADO FEDERAL,150001621680,47.0,4,FEMININO,8,SUPERIOR COMPLETO,9,DIVORCIADO(A),1,BRANCA,134,ASSISTENTE SOCIAL,N,993000.0,1420,HERMANCITA,NAO ELEITO
8,DEPUTADO DISTRITAL,70001650204,55.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),3,PARDA,297,SERVIDOR PUBLICO ESTADUAL,N,247693.45,15393,PEPA,ELEITO POR MEDIA
6,DEPUTADO FEDERAL,260001691566,44.0,2,MASCULINO,6,ENSINO MEDIO COMPLETO,3,CASADO(A),3,PARDA,298,SERVIDOR PUBLICO MUNICIPAL,N,120000.0,1706,RICARDO DO SANTA MARIA,NAO ELEITO
7,DEPUTADO ESTADUAL,210001647982,50.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,131,ADVOGADO,S,1368017.31,44367,VILMAR ZANCHIN,ELEITO POR QP
7,DEPUTADO ESTADUAL,150001621600,32.0,2,MASCULINO,6,ENSINO MEDIO COMPLETO,1,SOLTEIRO(A),3,PARDA,125,ADMINISTRADOR,N,81000.0,373,HEITOR BRITO,NAO ELEITO
6,DEPUTADO FEDERAL,160001621919,40.0,4,FEMININO,6,ENSINO MEDIO COMPLETO,1,SOLTEIRO(A),1,BRANCA,239,SERRALHEIRO,N,175000.0,1696,QUEILA LOVATO,SUPLENTE
7,DEPUTADO ESTADUAL,60001713031,47.0,2,MASCULINO,6,ENSINO MEDIO COMPLETO,3,CASADO(A),3,PARDA,999,OUTROS,N,130700.0,294,MANIÇOBA,NAO ELEITO
7,DEPUTADO ESTADUAL,220001713678,39.0,4,FEMININO,7,SUPERIOR INCOMPLETO,3,CASADO(A),2,PRETA,233,POLICIAL MILITAR,N,4500.0,1497,HELINE BRAGA,SUPLENTE
6,DEPUTADO FEDERAL,190001644994,61.0,2,MASCULINO,8,SUPERIOR COMPLETO,5,VIUVO(A),1,BRANCA,263,BIOLOGO,N,1471405.92,1646,CARLINHOS SANTANA,SUPLENTE
6,DEPUTADO FEDERAL,90001738793,25.0,4,FEMININO,8,SUPERIOR COMPLETO,9,DIVORCIADO(A),2,PRETA,257,EMPRESARIO,N,330000.0,356,THALYTA RAIFA ,NAO ELEITO
6,DEPUTADO FEDERAL,70001621237,42.0,2,MASCULINO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),1,BRANCA,296,SERVIDOR PUBLICO FEDERAL,N,2135798.47,829,REGIS MACHADO (FPC),NAO ELEITO
6,DEPUTADO FEDERAL,90001719256,42.0,2,MASCULINO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),3,PARDA,234,PRODUTOR AGROPECUARIO,N,912900.0,2054,CARAPÔ,NAO ELEITO
6,DEPUTADO FEDERAL,190001596792,57.0,2,MASCULINO,8,SUPERIOR COMPLETO,9,DIVORCIADO(A),1,BRANCA,297,SERVIDOR PUBLICO ESTADUAL,N,1101557.99,5685,DELEGADO FERNANDO VELOSO,SUPLENTE
6,DEPUTADO FEDERAL,130001608227,38.0,2,MASCULINO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),1,BRANCA,277,DEPUTADO,S,293787.09,238967,ANDRÉ JANONES,ELEITO POR QP
7,DEPUTADO ESTADUAL,240001643368,49.0,2,MASCULINO,3,ENSINO FUNDAMENTAL INCOMPLETO,3,CASADO(A),1,BRANCA,257,EMPRESARIO,N,380000.0,99,LEANDRO,NAO ELEITO
6,DEPUTADO FEDERAL,190001638623,45.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,257,EMPRESARIO,N,36000.0,721,JORGE DA HORA,NAO ELEITO
7,DEPUTADO ESTADUAL,270001643570,24.0,2,MASCULINO,7,SUPERIOR INCOMPLETO,3,CASADO(A),1,BRANCA,999,OUTROS,N,9000.0,1748,LUIZ GUSTAVO,SUPLENTE
6,DEPUTADO FEDERAL,250001611862,50.0,4,FEMININO,6,ENSINO MEDIO COMPLETO,9,DIVORCIADO(A),1,BRANCA,512,CABELEIREIRO E BARBEIRO,N,1.0,473,SIRLEI SIKORSKI,SUPLENTE
7,DEPUTADO ESTADUAL,50001603020,63.0,2,MASCULINO,7,SUPERIOR INCOMPLETO,3,CASADO(A),3,PARDA,999,OUTROS,N,109318.06,1831,BISPO DANIEL,SUPLENTE
7,DEPUTADO ESTADUAL,80001609621,46.0,4,FEMININO,6,ENSINO MEDIO COMPLETO,1,SOLTEIRO(A),1,BRANCA,581,DONA DE CASA,N,10500.0,54653,ANA PAULA,SUPLENTE
7,DEPUTADO ESTADUAL,30001608284,39.0,4,FEMININO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),3,PARDA,233,POLICIAL MILITAR,N,12000.0,54653,ANA PAULA,NAO ELEITO
7,DEPUTADO ESTADUAL,180001605751,53.0,4,FEMININO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,297,SERVIDOR PUBLICO ESTADUAL,N,2428937.63,54653,ANA PAULA,ELEITO POR QP
7,DEPUTADO ESTADUAL,200001604190,56.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,111,MEDICO,N,1425572.2,2976,DR SALISMAR,SUPLENTE
6,DEPUTADO FEDERAL,100001608069,35.0,2,MASCULINO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),3,PARDA,297,SERVIDOR PUBLICO ESTADUAL,N,393849.55,464,HUGO DOS CONCURSOS,SUPLENTE
6,DEPUTADO FEDERAL,100001608216,53.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,142,PROFESSOR DE ENSINO SUPERIOR,N,465000.0,1592,SAMUEL SANTOS,SUPLENTE
7,DEPUTADO ESTADUAL,50001609425,62.0,4,FEMININO,6,ENSINO MEDIO COMPLETO,3,CASADO(A),1,BRANCA,265,PROFESSOR DE ENSINO FUNDAMENTAL,N,32345.02,1027,MAISA BRUM,SUPLENTE
6,DEPUTADO FEDERAL,160001621820,51.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,298,SERVIDOR PUBLICO MUNICIPAL,N,98743.08,14380,MARANHÃO,SUPLENTE
7,DEPUTADO ESTADUAL,30001619649,35.0,2,MASCULINO,6,ENSINO MEDIO COMPLETO,3,CASADO(A),2,PRETA,411,VENDEDOR DE COMERCIO VAREJISTA E ATACADISTA,N,3000.0,14380,MARANHÃO,SUPLENTE
6,DEPUTADO FEDERAL,160001622021,58.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,125,ADMINISTRADOR,N,235000.0,2603,ALEX PANZARINI,SUPLENTE
7,DEPUTADO ESTADUAL,210001614118,56.0,2,MASCULINO,8,SUPERIOR COMPLETO,9,DIVORCIADO(A),1,BRANCA,278,VEREADOR,N,416645.0,6859,CLAUDIO JANTA,NAO ELEITO
6,DEPUTADO FEDERAL,180001714310,29.0,4,FEMININO,8,SUPERIOR COMPLETO,3,CASADO(A),3,PARDA,999,OUTROS,N,50000.0,145,ANGEL,NAO ELEITO
7,DEPUTADO ESTADUAL,240001644424,66.0,2,MASCULINO,3,ENSINO FUNDAMENTAL INCOMPLETO,7,SEPARADO(A) JUDICIALMENTE,1,BRANCA,601,AGRICULTOR,N,6541.0,255,CHICO TWARDOVSKI,SUPLENTE
6,DEPUTADO FEDERAL,200001613167,60.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),3,PARDA,298,SERVIDOR PUBLICO MUNICIPAL,N,33418.99,481,JOSELIO PEREIRA,NAO ELEITO
7,DEPUTADO ESTADUAL,140001601813,58.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),3,PARDA,602,PECUARISTA,N,9360946.35,13563,J SOUSA,SUPLENTE
7,DEPUTADO ESTADUAL,210001696162,53.0,2,MASCULINO,6,ENSINO MEDIO COMPLETO,9,DIVORCIADO(A),1,BRANCA,278,VEREADOR,N,49500.0,3587,LUIZINHO RUAS,SUPLENTE
7,DEPUTADO ESTADUAL,230001671302,69.0,2,MASCULINO,2,LE E ESCREVE,1,SOLTEIRO(A),3,PARDA,999,OUTROS,N,302000.0,31,TONI FREITAS,NAO ELEITO
7,DEPUTADO ESTADUAL,230001604211,42.0,2,MASCULINO,6,ENSINO MEDIO COMPLETO,3,CASADO(A),1,BRANCA,257,EMPRESARIO,N,5000.0,2445,CLAYTON,NAO ELEITO
6,DEPUTADO FEDERAL,130001610985,53.0,2,MASCULINO,8,SUPERIOR COMPLETO,9,DIVORCIADO(A),3,PARDA,257,EMPRESARIO,N,110000.0,2445,CLAYTON,SUPLENTE
6,DEPUTADO FEDERAL,250001613760,33.0,2,MASCULINO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),1,BRANCA,133,SOCIOLOGO,N,528134.52,6849,HENRIQUE PARRA DO CARDUME,SUPLENTE
6,DEPUTADO FEDERAL,110001650727,56.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),2,PRETA,999,OUTROS,N,20000.0,599,VILSON NEVES,NAO ELEITO
6,DEPUTADO FEDERAL,90001645012,65.0,2,MASCULINO,8,SUPERIOR COMPLETO,9,DIVORCIADO(A),3,PARDA,125,ADMINISTRADOR,N,45000.0,947,DR. ANISIO DE OLIVEIRA,NAO ELEITO
7,DEPUTADO ESTADUAL,130001611591,45.0,2,MASCULINO,6,ENSINO MEDIO COMPLETO,3,CASADO(A),1,BRANCA,257,EMPRESARIO,N,4394530.0,10686,NEI CHICARELI,SUPLENTE
6,DEPUTADO FEDERAL,130001610892,46.0,2,MASCULINO,6,ENSINO MEDIO COMPLETO,1,SOLTEIRO(A),1,BRANCA,999,OUTROS,N,115000.0,366,MÁRCIO MARANGON,NAO ELEITO
7,DEPUTADO ESTADUAL,170001609293,48.0,4,FEMININO,8,SUPERIOR COMPLETO,3,CASADO(A),3,PARDA,257,EMPRESARIO,N,20000.0,326,SELMA DAS MULHERES ARTICULADAS,SUPLENTE
7,DEPUTADO ESTADUAL,190001609528,40.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),3,PARDA,125,ADMINISTRADOR,N,3630301.99,642,AMAURI BATISTA,SUPLENTE
7,DEPUTADO ESTADUAL,190001609566,45.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),3,PARDA,257,EMPRESARIO,N,15890.98,914,DAN O AMORIM,SUPLENTE
7,DEPUTADO ESTADUAL,250001621735,83.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,131,ADVOGADO,S,1367858.68,39393,CAMPOS MACHADO,NAO ELEITO
7,DEPUTADO ESTADUAL,210001614119,46.0,2,MASCULINO,6,ENSINO MEDIO COMPLETO,1,SOLTEIRO(A),1,BRANCA,257,EMPRESARIO,N,755000.0,656,EDINHO DE SOUZA,NAO ELEITO
8,DEPUTADO DISTRITAL,70001614222,43.0,4,FEMININO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,134,ASSISTENTE SOCIAL,N,144726.77,1313,KARINY ALVES,NAO ELEITO
7,DEPUTADO ESTADUAL,120001643170,42.0,4,FEMININO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),1,BRANCA,171,JORNALISTA E REDATOR,N,64000.0,588,ISA SANTOS,SUPLENTE
7,DEPUTADO ESTADUAL,170001608975,62.0,2,MASCULINO,7,SUPERIOR INCOMPLETO,3,CASADO(A),1,BRANCA,125,ADMINISTRADOR,N,712000.0,11365,JOÃO DA COSTA,SUPLENTE
7,DEPUTADO ESTADUAL,180001605766,62.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),3,PARDA,277,DEPUTADO,S,2074870.68,38029,DR. HÉLIO,ELEITO POR QP
6,DEPUTADO FEDERAL,110001675054,42.0,4,FEMININO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),1,BRANCA,142,PROFESSOR DE ENSINO SUPERIOR,N,32603.44,1929,PROFESSORA PATRÍCIA,NAO ELEITO
7,DEPUTADO ESTADUAL,160001614853,43.0,4,FEMININO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),1,BRANCA,266,PROFESSOR DE ENSINO MEDIO,N,71000.0,1929,PROFESSORA PATRICIA,SUPLENTE
6,DEPUTADO FEDERAL,40001633250,55.0,4,FEMININO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),2,PRETA,265,PROFESSOR DE ENSINO FUNDAMENTAL,N,245000.0,2473,PROFESSORA FRANCELIZIA,NAO ELEITO
6,DEPUTADO FEDERAL,160001603720,42.0,2,MASCULINO,5,ENSINO MEDIO INCOMPLETO,1,SOLTEIRO(A),1,BRANCA,532,MOTORISTA DE VEICULOS DE TRANSPORTE DE CARGA,N,280000.0,8018,SOLITÁRIO,SUPLENTE
7,DEPUTADO ESTADUAL,190001609778,48.0,2,MASCULINO,6,ENSINO MEDIO COMPLETO,3,CASADO(A),1,BRANCA,197,GARI OU LIXEIRO,N,292000.0,2077,KARECA,SUPLENTE
7,DEPUTADO ESTADUAL,210001596149,64.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),3,PARDA,277,DEPUTADO,S,639419.69,27116,AIRTON LIMA,SUPLENTE
7,DEPUTADO ESTADUAL,130001604375,44.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),3,PARDA,278,VEREADOR,N,130000.0,4297,ADRIANO MARTINS,SUPLENTE
6,DEPUTADO FEDERAL,220001643596,43.0,4,FEMININO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,111,MEDICO,N,1258586.98,1068,DRA KARLA NOCRATO LOIOLA,SUPLENTE
6,DEPUTADO FEDERAL,130001604327,58.0,4,FEMININO,7,SUPERIOR INCOMPLETO,3,CASADO(A),3,PARDA,999,OUTROS,N,158000.0,786,PROFESSORA CLEUDES,SUPLENTE
7,DEPUTADO ESTADUAL,190001606379,57.0,2,MASCULINO,6,ENSINO MEDIO COMPLETO,1,SOLTEIRO(A),1,BRANCA,169,COMERCIANTE,N,42270.97,3013,MARCELO DA CONSTRUÇÃO,SUPLENTE
7,DEPUTADO ESTADUAL,140001676886,55.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),3,PARDA,111,MEDICO,S,1780031.94,52361,DR. WANDERLAN,ELEITO POR QP
7,DEPUTADO ESTADUAL,120001652331,43.0,4,FEMININO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),2,PRETA,265,PROFESSOR DE ENSINO FUNDAMENTAL,N,111784.89,9767,GLEICE JANE,SUPLENTE
7,DEPUTADO ESTADUAL,220001596834,33.0,4,FEMININO,8,SUPERIOR COMPLETO,3,CASADO(A),3,PARDA,131,ADVOGADO,N,366907.22,7649,DR.. TAÍSSA SOUSA,ELEITO POR MEDIA
7,DEPUTADO ESTADUAL,160001717709,46.0,2,MASCULINO,6,ENSINO MEDIO COMPLETO,1,SOLTEIRO(A),1,BRANCA,169,COMERCIANTE,N,18385.0,243,RICARDO KOVALSKI,NAO ELEITO
7,DEPUTADO ESTADUAL,110001621196,52.0,2,MASCULINO,7,SUPERIOR INCOMPLETO,3,CASADO(A),3,PARDA,278,VEREADOR,N,1348000.0,4547,WANDERLEY PAULO,SUPLENTE
7,DEPUTADO ESTADUAL,60001646081,47.0,2,MASCULINO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),3,PARDA,233,POLICIAL MILITAR,N,324000.0,196,VALDECI BARROS,SUPLENTE
7,DEPUTADO ESTADUAL,50001619294,55.0,2,MASCULINO,6,ENSINO MEDIO COMPLETO,1,SOLTEIRO(A),2,PRETA,169,COMERCIANTE,N,230462.69,768,LUCIANO DA FUNERÁRIA,SUPLENTE
6,DEPUTADO FEDERAL,270001676173,53.0,2,MASCULINO,8,SUPERIOR COMPLETO,9,DIVORCIADO(A),2,PRETA,131,ADVOGADO,N,20000.0,4474,MÁRLON REIS,NAO ELEITO
6,DEPUTADO FEDERAL,130001607595,46.0,4,FEMININO,3,ENSINO FUNDAMENTAL INCOMPLETO,9,DIVORCIADO(A),3,PARDA,999,OUTROS,N,125000.0,149,JACK LUCY,SUPLENTE
7,DEPUTADO ESTADUAL,130001607692,51.0,4,FEMININO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,111,MEDICO,N,1642486.35,5947,DRA GENDRA,SUPLENTE
6,DEPUTADO FEDERAL,190001644800,45.0,2,MASCULINO,7,SUPERIOR INCOMPLETO,3,CASADO(A),3,PARDA,910,SACERDOTE OU MEMBRO DE ORDEM OU SEITA RELIGIOSA,N,1800000.0,53250,PASTOR JUNIOR TROVÃO,SUPLENTE
7,DEPUTADO ESTADUAL,90001647439,38.0,2,MASCULINO,6,ENSINO MEDIO COMPLETO,9,DIVORCIADO(A),1,BRANCA,257,EMPRESARIO,N,1133287.25,1706,WEMERSON RAIO DE SOL,SUPLENTE
